"Project";"Task";"Note";"Start date & time";"End date & time";"Start date";"Start time";"End date";"End time";"Duration";"Duration in hours";"Tags";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 18:11:48";"10 авг. 2021 г. 18:50:50";"10 авг. 2021 г.";"18:11:48";"10 авг. 2021 г.";"18:50:50";"0:39";"0,65";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 18:50:50";"10 авг. 2021 г. 18:57:39";"10 авг. 2021 г.";"18:50:50";"10 авг. 2021 г.";"18:57:39";"0:06";"0,11";"";
"Продуктивность";"Работа";"";"10 авг. 2021 г. 18:57:39";"10 авг. 2021 г. 19:00:52";"10 авг. 2021 г.";"18:57:39";"10 авг. 2021 г.";"19:00:52";"0:03";"0,05";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"10 авг. 2021 г. 19:00:52";"10 авг. 2021 г. 19:22:56";"10 авг. 2021 г.";"19:00:52";"10 авг. 2021 г.";"19:22:56";"0:22";"0,37";"";
"Прочее";"Сборы";"";"10 авг. 2021 г. 19:22:56";"10 авг. 2021 г. 19:24:44";"10 авг. 2021 г.";"19:22:56";"10 авг. 2021 г.";"19:24:44";"0:01";"0,03";"";
"Уход за семьей";"Готовка";"";"10 авг. 2021 г. 19:24:44";"10 авг. 2021 г. 20:10:28";"10 авг. 2021 г.";"19:24:44";"10 авг. 2021 г.";"20:10:28";"0:45";"0,76";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 20:10:28";"10 авг. 2021 г. 20:22:07";"10 авг. 2021 г.";"20:10:28";"10 авг. 2021 г.";"20:22:07";"0:11";"0,19";"";
"Здоровье";"Еда";"";"10 авг. 2021 г. 20:22:07";"10 авг. 2021 г. 20:31:14";"10 авг. 2021 г.";"20:22:07";"10 авг. 2021 г.";"20:31:14";"0:09";"0,15";"";
"Уход за семьей";"Организация";"";"10 авг. 2021 г. 20:31:14";"10 авг. 2021 г. 20:44:24";"10 авг. 2021 г.";"20:31:14";"10 авг. 2021 г.";"20:44:24";"0:13";"0,22";"";
"Общение";"Семья";"";"10 авг. 2021 г. 20:44:24";"10 авг. 2021 г. 21:09:37";"10 авг. 2021 г.";"20:44:24";"10 авг. 2021 г.";"21:09:37";"0:25";"0,42";"";
"Прочее";"Сборы";"";"10 авг. 2021 г. 21:09:37";"10 авг. 2021 г. 21:10:57";"10 авг. 2021 г.";"21:09:37";"10 авг. 2021 г.";"21:10:57";"0:01";"0,02";"";
"Общение";"Друзья";"";"10 авг. 2021 г. 21:10:57";"10 авг. 2021 г. 21:12:02";"10 авг. 2021 г.";"21:10:57";"10 авг. 2021 г.";"21:12:02";"0:01";"0,02";"";
"Общение";"Семья";"";"10 авг. 2021 г. 21:12:02";"10 авг. 2021 г. 21:20:37";"10 авг. 2021 г.";"21:12:02";"10 авг. 2021 г.";"21:20:37";"0:08";"0,14";"";
"Развлечения";"Интернет";"";"10 авг. 2021 г. 21:20:37";"10 авг. 2021 г. 21:22:30";"10 авг. 2021 г.";"21:20:37";"10 авг. 2021 г.";"21:22:30";"0:01";"0,03";"";
"Общение";"Друзья";"";"10 авг. 2021 г. 21:22:30";"10 авг. 2021 г. 22:00:15";"10 авг. 2021 г.";"21:22:30";"10 авг. 2021 г.";"22:00:15";"0:37";"0,63";"";
"Развлечения";"Интернет";"";"10 авг. 2021 г. 22:00:15";"10 авг. 2021 г. 22:22:49";"10 авг. 2021 г.";"22:00:15";"10 авг. 2021 г.";"22:22:49";"0:22";"0,38";"";
"Прочее";"Сборы";"";"10 авг. 2021 г. 22:22:49";"10 авг. 2021 г. 22:26:37";"10 авг. 2021 г.";"22:22:49";"10 авг. 2021 г.";"22:26:37";"0:03";"0,06";"";
"Здоровье";"Гигиена";"";"10 авг. 2021 г. 22:26:37";"10 авг. 2021 г. 22:45:24";"10 авг. 2021 г.";"22:26:37";"10 авг. 2021 г.";"22:45:24";"0:18";"0,31";"";
"Прочее";"Сборы";"";"10 авг. 2021 г. 22:45:24";"10 авг. 2021 г. 22:46:26";"10 авг. 2021 г.";"22:45:24";"10 авг. 2021 г.";"22:46:26";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"10 авг. 2021 г. 22:46:26";"10 авг. 2021 г. 23:12:53";"10 авг. 2021 г.";"22:46:26";"10 авг. 2021 г.";"23:12:53";"0:26";"0,44";"";
"Развитие";"Развивающее чтение/видео";"";"10 авг. 2021 г. 23:12:53";"10 авг. 2021 г. 23:23:23";"10 авг. 2021 г.";"23:12:53";"10 авг. 2021 г.";"23:23:23";"0:10";"0,17";"";
"Сон";"";"";"10 авг. 2021 г. 23:23:23";"11 авг. 2021 г. 07:00:49";"10 авг. 2021 г.";"23:23:23";"11 авг. 2021 г.";"07:00:49";"7:37";"7,62";"";
"Общение";"Животные";"";"11 авг. 2021 г. 07:00:49";"11 авг. 2021 г. 07:03:55";"11 авг. 2021 г.";"07:00:49";"11 авг. 2021 г.";"07:03:55";"0:03";"0,05";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 07:03:55";"11 авг. 2021 г. 07:24:22";"11 авг. 2021 г.";"07:03:55";"11 авг. 2021 г.";"07:24:22";"0:20";"0,34";"";
"Уход за семьей";"Организация";"";"11 авг. 2021 г. 07:24:22";"11 авг. 2021 г. 07:29:33";"11 авг. 2021 г.";"07:24:22";"11 авг. 2021 г.";"07:29:33";"0:05";"0,09";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 07:29:33";"11 авг. 2021 г. 07:34:08";"11 авг. 2021 г.";"07:29:33";"11 авг. 2021 г.";"07:34:08";"0:04";"0,08";"";
"Уход за семьей";"Кошка";"";"11 авг. 2021 г. 07:34:08";"11 авг. 2021 г. 07:36:58";"11 авг. 2021 г.";"07:34:08";"11 авг. 2021 г.";"07:36:58";"0:02";"0,05";"";
"Здоровье";"Гигиена";"";"11 авг. 2021 г. 07:36:58";"11 авг. 2021 г. 07:38:00";"11 авг. 2021 г.";"07:36:58";"11 авг. 2021 г.";"07:38:00";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 07:38:00";"11 авг. 2021 г. 07:47:40";"11 авг. 2021 г.";"07:38:00";"11 авг. 2021 г.";"07:47:40";"0:09";"0,16";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 07:47:40";"11 авг. 2021 г. 07:55:08";"11 авг. 2021 г.";"07:47:40";"11 авг. 2021 г.";"07:55:08";"0:07";"0,12";"";
"Общение";"Животные";"";"11 авг. 2021 г. 07:55:08";"11 авг. 2021 г. 07:59:13";"11 авг. 2021 г.";"07:55:08";"11 авг. 2021 г.";"07:59:13";"0:04";"0,07";"";
"Здоровье";"Физическая активность";"";"11 авг. 2021 г. 07:59:13";"11 авг. 2021 г. 08:08:39";"11 авг. 2021 г.";"07:59:13";"11 авг. 2021 г.";"08:08:39";"0:09";"0,16";"Йога";
"Прочее";"Сборы";"";"11 авг. 2021 г. 08:08:39";"11 авг. 2021 г. 08:10:45";"11 авг. 2021 г.";"08:08:39";"11 авг. 2021 г.";"08:10:45";"0:02";"0,04";"";
"Уход за семьей";"Готовка";"";"11 авг. 2021 г. 08:10:45";"11 авг. 2021 г. 08:18:08";"11 авг. 2021 г.";"08:10:45";"11 авг. 2021 г.";"08:18:08";"0:07";"0,12";"";
"Здоровье";"Еда";"";"11 авг. 2021 г. 08:18:08";"11 авг. 2021 г. 08:29:21";"11 авг. 2021 г.";"08:18:08";"11 авг. 2021 г.";"08:29:21";"0:11";"0,19";"";
"Развитие";"Расслабление";"";"11 авг. 2021 г. 08:29:21";"11 авг. 2021 г. 08:33:24";"11 авг. 2021 г.";"08:29:21";"11 авг. 2021 г.";"08:33:24";"0:04";"0,07";"";
"Уход за семьей";"Уборка / стирка";"";"11 авг. 2021 г. 08:33:24";"11 авг. 2021 г. 08:48:25";"11 авг. 2021 г.";"08:33:24";"11 авг. 2021 г.";"08:48:25";"0:15";"0,25";"";
"Здоровье";"Гигиена";"";"11 авг. 2021 г. 08:48:25";"11 авг. 2021 г. 08:53:30";"11 авг. 2021 г.";"08:48:25";"11 авг. 2021 г.";"08:53:30";"0:05";"0,08";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 08:53:30";"11 авг. 2021 г. 09:04:08";"11 авг. 2021 г.";"08:53:30";"11 авг. 2021 г.";"09:04:08";"0:10";"0,18";"";
"Здоровье";"Физическая активность";"";"11 авг. 2021 г. 09:04:08";"11 авг. 2021 г. 09:20:50";"11 авг. 2021 г.";"09:04:08";"11 авг. 2021 г.";"09:20:50";"0:16";"0,28";"Прогулка";
"Уход за семьей";"Организация";"";"11 авг. 2021 г. 09:20:50";"11 авг. 2021 г. 09:22:00";"11 авг. 2021 г.";"09:20:50";"11 авг. 2021 г.";"09:22:00";"0:01";"0,02";"";
"Здоровье";"Физическая активность";"";"11 авг. 2021 г. 09:22:00";"11 авг. 2021 г. 09:40:19";"11 авг. 2021 г.";"09:22:00";"11 авг. 2021 г.";"09:40:19";"0:18";"0,31";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 09:40:19";"11 авг. 2021 г. 09:48:11";"11 авг. 2021 г.";"09:40:19";"11 авг. 2021 г.";"09:48:11";"0:07";"0,13";"";
"Здоровье";"Гигиена";"";"11 авг. 2021 г. 09:48:11";"11 авг. 2021 г. 09:49:15";"11 авг. 2021 г.";"09:48:11";"11 авг. 2021 г.";"09:49:15";"0:01";"0,02";"";
"Уход за семьей";"Организация";"";"11 авг. 2021 г. 09:49:15";"11 авг. 2021 г. 09:55:08";"11 авг. 2021 г.";"09:49:15";"11 авг. 2021 г.";"09:55:08";"0:05";"0,1";"";
"Общение";"Животные";"";"11 авг. 2021 г. 09:55:08";"11 авг. 2021 г. 09:58:13";"11 авг. 2021 г.";"09:55:08";"11 авг. 2021 г.";"09:58:13";"0:03";"0,05";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 09:58:13";"11 авг. 2021 г. 11:11:14";"11 авг. 2021 г.";"09:58:13";"11 авг. 2021 г.";"11:11:14";"1:13";"1,22";"";
"Уход за семьей";"Готовка";"";"11 авг. 2021 г. 11:11:14";"11 авг. 2021 г. 11:16:40";"11 авг. 2021 г.";"11:11:14";"11 авг. 2021 г.";"11:16:40";"0:05";"0,09";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 11:16:40";"11 авг. 2021 г. 12:18:51";"11 авг. 2021 г.";"11:16:40";"11 авг. 2021 г.";"12:18:51";"1:02";"1,04";"";
"Здоровье";"Гигиена";"";"11 авг. 2021 г. 12:18:51";"11 авг. 2021 г. 12:21:55";"11 авг. 2021 г.";"12:18:51";"11 авг. 2021 г.";"12:21:55";"0:03";"0,05";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 12:21:55";"11 авг. 2021 г. 12:46:34";"11 авг. 2021 г.";"12:21:55";"11 авг. 2021 г.";"12:46:34";"0:24";"0,41";"";
"Уход за семьей";"Готовка";"";"11 авг. 2021 г. 12:46:34";"11 авг. 2021 г. 12:48:37";"11 авг. 2021 г.";"12:46:34";"11 авг. 2021 г.";"12:48:37";"0:02";"0,03";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 12:48:37";"11 авг. 2021 г. 15:03:18";"11 авг. 2021 г.";"12:48:37";"11 авг. 2021 г.";"15:03:18";"2:14";"2,24";"";
"Уход за семьей";"Готовка";"";"11 авг. 2021 г. 15:03:18";"11 авг. 2021 г. 15:11:29";"11 авг. 2021 г.";"15:03:18";"11 авг. 2021 г.";"15:11:29";"0:08";"0,14";"";
"Здоровье";"Еда";"";"11 авг. 2021 г. 15:11:29";"11 авг. 2021 г. 15:22:31";"11 авг. 2021 г.";"15:11:29";"11 авг. 2021 г.";"15:22:31";"0:11";"0,18";"";
"Развитие";"Расслабление";"";"11 авг. 2021 г. 15:22:31";"11 авг. 2021 г. 15:28:00";"11 авг. 2021 г.";"15:22:31";"11 авг. 2021 г.";"15:28:00";"0:05";"0,09";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 15:28:00";"11 авг. 2021 г. 16:45:29";"11 авг. 2021 г.";"15:28:00";"11 авг. 2021 г.";"16:45:29";"1:17";"1,29";"";
"Уход за семьей";"Организация";"";"11 авг. 2021 г. 16:45:29";"11 авг. 2021 г. 16:52:30";"11 авг. 2021 г.";"16:45:29";"11 авг. 2021 г.";"16:52:30";"0:07";"0,12";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 16:52:30";"11 авг. 2021 г. 17:02:38";"11 авг. 2021 г.";"16:52:30";"11 авг. 2021 г.";"17:02:38";"0:10";"0,17";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 17:02:38";"11 авг. 2021 г. 17:26:12";"11 авг. 2021 г.";"17:02:38";"11 авг. 2021 г.";"17:26:12";"0:23";"0,39";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 17:26:12";"11 авг. 2021 г. 19:12:54";"11 авг. 2021 г.";"17:26:12";"11 авг. 2021 г.";"19:12:54";"1:46";"1,78";"";
"Общение";"Животные";"";"11 авг. 2021 г. 19:12:54";"11 авг. 2021 г. 19:17:07";"11 авг. 2021 г.";"19:12:54";"11 авг. 2021 г.";"19:17:07";"0:04";"0,07";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 19:17:07";"11 авг. 2021 г. 19:32:31";"11 авг. 2021 г.";"19:17:07";"11 авг. 2021 г.";"19:32:31";"0:15";"0,26";"";
"Здоровье";"Физическая активность";"";"11 авг. 2021 г. 19:32:31";"11 авг. 2021 г. 19:44:38";"11 авг. 2021 г.";"19:32:31";"11 авг. 2021 г.";"19:44:38";"0:12";"0,2";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"11 авг. 2021 г. 19:44:38";"11 авг. 2021 г. 20:05:42";"11 авг. 2021 г.";"19:44:38";"11 авг. 2021 г.";"20:05:42";"0:21";"0,35";"";
"Здоровье";"Физическая активность";"";"11 авг. 2021 г. 20:05:42";"11 авг. 2021 г. 20:27:14";"11 авг. 2021 г.";"20:05:42";"11 авг. 2021 г.";"20:27:14";"0:21";"0,36";"";
"Уход за семьей";"Магазин (и интернет-шопинг)";"";"11 авг. 2021 г. 20:27:14";"11 авг. 2021 г. 20:33:04";"11 авг. 2021 г.";"20:27:14";"11 авг. 2021 г.";"20:33:04";"0:05";"0,1";"";
"Здоровье";"Физическая активность";"";"11 авг. 2021 г. 20:33:04";"11 авг. 2021 г. 21:00:00";"11 авг. 2021 г.";"20:33:04";"11 авг. 2021 г.";"21:00:00";"0:26";"0,45";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 21:00:00";"11 авг. 2021 г. 21:03:48";"11 авг. 2021 г.";"21:00:00";"11 авг. 2021 г.";"21:03:48";"0:03";"0,06";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 21:03:48";"11 авг. 2021 г. 21:14:08";"11 авг. 2021 г.";"21:03:48";"11 авг. 2021 г.";"21:14:08";"0:10";"0,17";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 21:14:08";"11 авг. 2021 г. 21:16:58";"11 авг. 2021 г.";"21:14:08";"11 авг. 2021 г.";"21:16:58";"0:02";"0,05";"";
"Продуктивность";"Работа";"";"11 авг. 2021 г. 21:16:58";"11 авг. 2021 г. 21:29:20";"11 авг. 2021 г.";"21:16:58";"11 авг. 2021 г.";"21:29:20";"0:12";"0,21";"";
"Уход за семьей";"Уборка / стирка";"";"11 авг. 2021 г. 21:29:20";"11 авг. 2021 г. 21:40:00";"11 авг. 2021 г.";"21:29:20";"11 авг. 2021 г.";"21:40:00";"0:10";"0,18";"";
"Уход за семьей";"Готовка";"";"11 авг. 2021 г. 21:40:00";"11 авг. 2021 г. 21:51:14";"11 авг. 2021 г.";"21:40:00";"11 авг. 2021 г.";"21:51:14";"0:11";"0,19";"";
"Здоровье";"Еда";"";"11 авг. 2021 г. 21:51:14";"11 авг. 2021 г. 22:03:29";"11 авг. 2021 г.";"21:51:14";"11 авг. 2021 г.";"22:03:29";"0:12";"0,2";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 22:03:29";"11 авг. 2021 г. 22:16:51";"11 авг. 2021 г.";"22:03:29";"11 авг. 2021 г.";"22:16:51";"0:13";"0,22";"";
"Уход за семьей";"Кошка";"";"11 авг. 2021 г. 22:16:51";"11 авг. 2021 г. 22:19:34";"11 авг. 2021 г.";"22:16:51";"11 авг. 2021 г.";"22:19:34";"0:02";"0,05";"";
"Прочее";"Сборы";"";"11 авг. 2021 г. 22:19:34";"11 авг. 2021 г. 22:21:38";"11 авг. 2021 г.";"22:19:34";"11 авг. 2021 г.";"22:21:38";"0:02";"0,03";"";
"Здоровье";"Гигиена";"";"11 авг. 2021 г. 22:21:38";"11 авг. 2021 г. 22:44:01";"11 авг. 2021 г.";"22:21:38";"11 авг. 2021 г.";"22:44:01";"0:22";"0,37";"";
"Развлечения";"Интернет";"";"11 авг. 2021 г. 22:44:01";"11 авг. 2021 г. 23:29:14";"11 авг. 2021 г.";"22:44:01";"11 авг. 2021 г.";"23:29:14";"0:45";"0,75";"";
"Сон";"";"";"11 авг. 2021 г. 23:29:14";"12 авг. 2021 г. 07:05:53";"11 авг. 2021 г.";"23:29:14";"12 авг. 2021 г.";"07:05:53";"7:36";"7,61";"";
"Уход за семьей";"Кошка";"";"12 авг. 2021 г. 07:05:53";"12 авг. 2021 г. 07:10:39";"12 авг. 2021 г.";"07:05:53";"12 авг. 2021 г.";"07:10:39";"0:04";"0,08";"";
"Развлечения";"Интернет";"";"12 авг. 2021 г. 07:10:39";"12 авг. 2021 г. 07:22:39";"12 авг. 2021 г.";"07:10:39";"12 авг. 2021 г.";"07:22:39";"0:12";"0,2";"";
"Уход за семьей";"Кошка";"";"12 авг. 2021 г. 07:22:39";"12 авг. 2021 г. 07:25:10";"12 авг. 2021 г.";"07:22:39";"12 авг. 2021 г.";"07:25:10";"0:02";"0,04";"";
"Общение";"Животные";"";"12 авг. 2021 г. 07:25:10";"12 авг. 2021 г. 07:26:12";"12 авг. 2021 г.";"07:25:10";"12 авг. 2021 г.";"07:26:12";"0:01";"0,02";"";
"Развлечения";"Интернет";"";"12 авг. 2021 г. 07:26:12";"12 авг. 2021 г. 08:00:47";"12 авг. 2021 г.";"07:26:12";"12 авг. 2021 г.";"08:00:47";"0:34";"0,58";"";
"Здоровье";"Гигиена";"";"12 авг. 2021 г. 08:00:47";"12 авг. 2021 г. 08:05:52";"12 авг. 2021 г.";"08:00:47";"12 авг. 2021 г.";"08:05:52";"0:05";"0,08";"";
"Уход за семьей";"Организация";"";"12 авг. 2021 г. 08:05:52";"12 авг. 2021 г. 08:20:57";"12 авг. 2021 г.";"08:05:52";"12 авг. 2021 г.";"08:20:57";"0:15";"0,25";"";
"Развлечения";"Интернет";"";"12 авг. 2021 г. 08:20:57";"12 авг. 2021 г. 08:37:54";"12 авг. 2021 г.";"08:20:57";"12 авг. 2021 г.";"08:37:54";"0:16";"0,28";"";
"Прочее";"Сборы";"";"12 авг. 2021 г. 08:37:54";"12 авг. 2021 г. 08:45:08";"12 авг. 2021 г.";"08:37:54";"12 авг. 2021 г.";"08:45:08";"0:07";"0,12";"";
"Уход за семьей";"Организация";"";"12 авг. 2021 г. 08:45:08";"12 авг. 2021 г. 08:59:21";"12 авг. 2021 г.";"08:45:08";"12 авг. 2021 г.";"08:59:21";"0:14";"0,24";"";
"Здоровье";"Гигиена";"";"12 авг. 2021 г. 08:59:21";"12 авг. 2021 г. 09:01:44";"12 авг. 2021 г.";"08:59:21";"12 авг. 2021 г.";"09:01:44";"0:02";"0,04";"";
"Прочее";"Сборы";"";"12 авг. 2021 г. 09:01:44";"12 авг. 2021 г. 09:07:34";"12 авг. 2021 г.";"09:01:44";"12 авг. 2021 г.";"09:07:34";"0:05";"0,1";"";
"Уход за семьей";"Организация";"";"12 авг. 2021 г. 09:07:34";"12 авг. 2021 г. 10:00:45";"12 авг. 2021 г.";"09:07:34";"12 авг. 2021 г.";"10:00:45";"0:53";"0,89";"";
"Уход за семьей";"Кошка";"";"12 авг. 2021 г. 10:00:45";"12 авг. 2021 г. 10:03:09";"12 авг. 2021 г.";"10:00:45";"12 авг. 2021 г.";"10:03:09";"0:02";"0,04";"";
"Продуктивность";"Работа";"";"12 авг. 2021 г. 10:03:09";"12 авг. 2021 г. 11:51:10";"12 авг. 2021 г.";"10:03:09";"12 авг. 2021 г.";"11:51:10";"1:48";"1,8";"";
"Уход за семьей";"Организация";"";"12 авг. 2021 г. 11:51:10";"12 авг. 2021 г. 11:55:40";"12 авг. 2021 г.";"11:51:10";"12 авг. 2021 г.";"11:55:40";"0:04";"0,08";"";
"Продуктивность";"Работа";"";"12 авг. 2021 г. 11:55:40";"12 авг. 2021 г. 12:03:55";"12 авг. 2021 г.";"11:55:40";"12 авг. 2021 г.";"12:03:55";"0:08";"0,14";"";
"Уход за семьей";"Готовка";"";"12 авг. 2021 г. 12:03:55";"12 авг. 2021 г. 12:17:10";"12 авг. 2021 г.";"12:03:55";"12 авг. 2021 г.";"12:17:10";"0:13";"0,22";"";
"Продуктивность";"Работа";"";"12 авг. 2021 г. 12:17:10";"12 авг. 2021 г. 13:10:39";"12 авг. 2021 г.";"12:17:10";"12 авг. 2021 г.";"13:10:39";"0:53";"0,89";"";
"Уход за семьей";"Уборка / стирка";"";"12 авг. 2021 г. 13:10:39";"12 авг. 2021 г. 13:12:56";"12 авг. 2021 г.";"13:10:39";"12 авг. 2021 г.";"13:12:56";"0:02";"0,04";"";
"Развитие";"Расслабление";"";"12 авг. 2021 г. 13:12:56";"12 авг. 2021 г. 13:26:58";"12 авг. 2021 г.";"13:12:56";"12 авг. 2021 г.";"13:26:58";"0:14";"0,23";"";
"Продуктивность";"Работа";"";"12 авг. 2021 г. 13:26:58";"12 авг. 2021 г. 14:32:13";"12 авг. 2021 г.";"13:26:58";"12 авг. 2021 г.";"14:32:13";"1:05";"1,09";"";
"Уход за семьей";"Организация";"";"12 авг. 2021 г. 14:32:13";"12 авг. 2021 г. 14:40:41";"12 авг. 2021 г.";"14:32:13";"12 авг. 2021 г.";"14:40:41";"0:08";"0,14";"";
"Развлечения";"Интернет";"";"12 авг. 2021 г. 14:40:41";"12 авг. 2021 г. 15:08:42";"12 авг. 2021 г.";"14:40:41";"12 авг. 2021 г.";"15:08:42";"0:28";"0,47";"";
"Продуктивность";"Работа";"";"12 авг. 2021 г. 15:08:42";"12 авг. 2021 г. 15:23:43";"12 авг. 2021 г.";"15:08:42";"12 авг. 2021 г.";"15:23:43";"0:15";"0,25";"";
"Развлечения";"Интернет";"";"12 авг. 2021 г. 15:23:43";"12 авг. 2021 г. 15:31:29";"12 авг. 2021 г.";"15:23:43";"12 авг. 2021 г.";"15:31:29";"0:07";"0,13";"";
"Продуктивность";"Работа";"";"12 авг. 2021 г. 15:31:29";"12 авг. 2021 г. 16:08:48";"12 авг. 2021 г.";"15:31:29";"12 авг. 2021 г.";"16:08:48";"0:37";"0,62";"";
